time	V(out)
9.848604999875540e-003	1.406558e+000
9.864229999875540e-003	1.301503e+000
9.879854999875540e-003	1.183913e+000
9.895479999875540e-003	1.054919e+000
9.911104999875540e-003	9.157616e-001
9.926729999875541e-003	7.677813e-001
9.942354999875541e-003	6.124022e-001
9.957979999875541e-003	4.511204e-001
9.973604999875541e-003	2.854891e-001
9.989229999875541e-003	1.171033e-001
1.000485499987554e-002	-5.241643e-002
1.002047999987554e-002	-2.214374e-001
1.003610499987554e-002	-3.883306e-001
1.005172999987554e-002	-5.514883e-001
1.006735499987554e-002	-7.093393e-001
1.008297999987554e-002	-8.603628e-001
1.009860499987554e-002	-1.003104e+000
1.011422999987554e-002	-1.136188e+000
1.012985499987554e-002	-1.258332e+000
1.014547999987554e-002	-1.368360e+000
1.016110499987554e-002	-1.465211e+000
1.017672999987554e-002	-1.547953e+000
1.019235499987554e-002	-1.615788e+000
1.020797999987554e-002	-1.668062e+000
1.022360499987554e-002	-1.704272e+000
1.023922999987554e-002	-1.724069e+000
1.025485499987554e-002	-1.727261e+000
1.027047999987554e-002	-1.713819e+000
1.028610499987554e-002	-1.683870e+000
1.030172999987554e-002	-1.637704e+000
1.031735499987554e-002	-1.575765e+000
1.033297999987554e-002	-1.498650e+000
1.034860499987554e-002	-1.407102e+000
1.036422999987554e-002	-1.302003e+000
1.037985499987554e-002	-1.184365e+000
1.039547999987554e-002	-1.055322e+000
1.041110499987554e-002	-9.161173e-001
1.042672999987554e-002	-7.680921e-001
1.044235499987554e-002	-6.126727e-001
1.045797999987554e-002	-4.513565e-001
1.047360499987554e-002	-2.856975e-001
1.048922999987554e-002	-1.172914e-001
1.050485499987554e-002	5.223796e-002
1.052047999987554e-002	2.212577e-001
1.053610499987554e-002	3.881411e-001
1.055172999987554e-002	5.512808e-001
1.056735499987554e-002	7.091054e-001
1.058297999987554e-002	8.600953e-001
1.059860499987554e-002	1.002797e+000
1.061422999987554e-002	1.135836e+000
1.062985499987554e-002	1.257933e+000
1.064547999987554e-002	1.367913e+000
1.066110499987554e-002	1.464717e+000
1.067672999987554e-002	1.547413e+000
1.069235499987554e-002	1.615208e+000
1.070797999987554e-002	1.667447e+000
1.072360499987554e-002	1.703630e+000
1.073922999987554e-002	1.723407e+000
1.075485499987554e-002	1.726590e+000
1.077047999987554e-002	1.713147e+000
1.078610499987554e-002	1.683207e+000
1.080172999987554e-002	1.637060e+000
1.081735499987554e-002	1.575148e+000
1.083297999987554e-002	1.498067e+000
1.084860499987554e-002	1.406560e+000
1.086422999987554e-002	1.301505e+000
1.087985499987554e-002	1.183915e+000
1.089547999987554e-002	1.054921e+000
1.091110499987554e-002	9.157637e-001
1.092672999987554e-002	7.677834e-001
1.094235499987554e-002	6.124043e-001
1.095797999987554e-002	4.511225e-001
1.097360499987554e-002	2.854912e-001
1.098922999987554e-002	1.171054e-001
1.100485499987554e-002	-5.241432e-002
1.102047999987554e-002	-2.214353e-001
1.103610499987554e-002	-3.883285e-001
1.105172999987554e-002	-5.514862e-001
1.106735499987554e-002	-7.093371e-001
1.108297999987554e-002	-8.603607e-001
1.109860499987554e-002	-1.003102e+000
1.111422999987554e-002	-1.136186e+000
1.112985499987554e-002	-1.258330e+000
1.114547999987554e-002	-1.368358e+000
1.116110499987554e-002	-1.465209e+000
1.117672999987554e-002	-1.547951e+000
1.119235499987554e-002	-1.615786e+000
